Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Philippines,Price / Philippines,Compare At Price / Philippines,Status
darwin-yb,DARWIN YB,"<p><strong>Feature<br></strong>Vicrotech Material<br>Memory foam insole</p>
<p><strong>Advantage<br></strong>Flexible, water resistant<br>Memory foam for added comfort and cushioning<br>Added style flexible, water resistant</p>
<p><strong>Benefit<br></strong>Durable<br>Better distribution of balance<br>Durable, better aesthetics<br>Easy to wear</p>
<p>Foot Type Guide : Wide</p>",EASY SOFT PH,Apparel & Accessories > Shoes,Kids,"Boys, Kids, Loafers",TRUE,Color,Black,,Size,30,,,,,10128006Y301000000001,0,shopify,2,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_5.jpg?v=1738910819,1,,FALSE,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_1.jpg?v=1738910819,g,,,TRUE,,,active
darwin-yb,,,,,,,,,Black,,,31,,,,,10128006Y311000000001,0,shopify,4,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_6.jpg?v=1738910819,2,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_1.jpg?v=1738910819,g,,,,,,
darwin-yb,,,,,,,,,Black,,,32,,,,,10128006Y321000000001,0,shopify,1,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_1.jpg?v=1738910819,3,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_1.jpg?v=1738910819,g,,,,,,
darwin-yb,,,,,,,,,Black,,,33,,,,,10128006Y331000000001,0,shopify,3,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_2.jpg?v=1738910819,4,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_1.jpg?v=1738910819,g,,,,,,
darwin-yb,,,,,,,,,Black,,,34,,,,,10128006Y341000000001,0,shopify,2,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_4.jpg?v=1738910819,5,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_1.jpg?v=1738910819,g,,,,,,
darwin-yb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_3.jpg?v=1738910819,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
orlando-yb,ORLANDO YB,"<p><strong data-mce-fragment=""1"">Feature</strong><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Vicrotech Material</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Memory foam insole</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Advantage</strong><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Flexible, water resistant</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Memory foam for added comfort and cushioning</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Added style flexible, water resistant</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Benefit</strong><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Durable</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Better distribution of balance</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Durable, better aesthetics</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Easy to wear</span></p>
<p><span data-mce-fragment=""1"">Foot Type Guide : Wide</span></p>",EASY SOFT PH,Apparel & Accessories > Shoes,Kids,"Boys, Kids, Velcro Strap",TRUE,Color,Black,,Size,30,,,,,3262006Y301000000001,0,shopify,5,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORLANDOKIDSBLACK_5.jpg?v=1738910804,1,,FALSE,,,,,,,,,,,,,,,0,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORLANDOKIDSBLACK_5.jpg?v=1738910804,g,,,TRUE,,,active
orlando-yb,,,,,,,,,Black,,,31,,,,,3262006Y311000000001,0,shopify,2,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORLANDOKIDSBLACK_1.jpg?v=1738910804,2,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORLANDOKIDSBLACK_5.jpg?v=1738910804,g,,,,,,
orlando-yb,,,,,,,,,Black,,,32,,,,,3262006Y321000000001,0,shopify,2,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORLANDOKIDSBLACK_6.jpg?v=1738910804,3,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORLANDOKIDSBLACK_5.jpg?v=1738910804,g,,,,,,
orlando-yb,,,,,,,,,Black,,,33,,,,,3262006Y331000000001,0,shopify,3,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORLANDOKIDSBLACK_2.jpg?v=1738910804,4,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORLANDOKIDSBLACK_5.jpg?v=1738910804,g,,,,,,
orlando-yb,,,,,,,,,Black,,,34,,,,,3262006Y341000000001,0,shopify,2,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORLANDOKIDSBLACK_4.jpg?v=1738910805,5,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORLANDOKIDSBLACK_5.jpg?v=1738910804,g,,,,,,
orlando-yb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORLANDOKIDSBLACK_3.jpg?v=1738910805,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
orion-yb,ORION YB,"<p><strong data-mce-fragment=""1"">Feature</strong><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Vicrotech Material</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Memory foam insole</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Advantage</strong><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Flexible, water resistant</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Memory foam for added comfort and cushioning</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Added style flexible, water resistant</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Benefit</strong><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Durable</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Better distribution of balance</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Durable, better aesthetics</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Easy to wear</span></p>
<p><span data-mce-fragment=""1"">Foot Type Guide : Narrow</span></p>",EASY SOFT PH,Apparel & Accessories > Shoes,Kids,"Boys, Kids, Velcro Strap",TRUE,Color,Black,,Size,30,,,,,2676006Y301000000001,0,shopify,1,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORIONKIDS_5_copy.jpg?v=1738910806,1,,FALSE,,,,,,,,,,,,,,,0,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORIONKIDS_5_copy.jpg?v=1738910806,g,,,TRUE,,,active
orion-yb,,,,,,,,,Black,,,31,,,,,2676006Y311000000001,0,shopify,2,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORIONKIDS_1_copy.jpg?v=1738910806,2,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORIONKIDS_5_copy.jpg?v=1738910806,g,,,,,,
orion-yb,,,,,,,,,Black,,,32,,,,,2676006Y321000000001,0,shopify,4,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORIONKIDS_6_copy.jpg?v=1738910806,3,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORIONKIDS_5_copy.jpg?v=1738910806,g,,,,,,
orion-yb,,,,,,,,,Black,,,33,,,,,2676006Y331000000001,0,shopify,2,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORIONKIDS_2_copy.jpg?v=1738910806,4,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORIONKIDS_5_copy.jpg?v=1738910806,g,,,,,,
orion-yb,,,,,,,,,Black,,,34,,,,,2676006Y341000000001,0,shopify,3,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORIONKIDS_4_copy.jpg?v=1738910806,5,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORIONKIDS_5_copy.jpg?v=1738910806,g,,,,,,
orion-yb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESORIONKIDS_3_copy.jpg?v=1738910806,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
oakland-yb,OAKLAND YB,"<p><strong>Feature</strong><br><span>Vicrotech Material</span><br><span>Memory foam insole</span><br><br><strong>Advantage</strong><br><span>Flexible, water resistant</span><br><span>Memory foam for added comfort and cushioning</span><br><span>Added style flexible, water resistant</span><br><br><strong>Benefit</strong><br><span>Durable</span><br><span>Better distribution of balance</span><br><span>Durable, better aesthetics</span><br><span>Easy to wear</span></p>
<p><span>Foot Type Guide : Wide</span></p>",EASY SOFT PH,Apparel & Accessories > Shoes,Kids,"Boys, Kids, Lace Up",TRUE,Color,Black,,Size,30,,,,,2677006Y301000000001,0,shopify,4,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESOAKLANDKIDS_5_copy.jpg?v=1738910807,1,,FALSE,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESOAKLANDKIDS_5_copy.jpg?v=1738910807,g,,,TRUE,,,active
oakland-yb,,,,,,,,,Black,,,31,,,,,2677006Y311000000001,0,shopify,4,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESOAKLANDKIDS_1_copy.jpg?v=1738910807,2,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESOAKLANDKIDS_5_copy.jpg?v=1738910807,g,,,,,,
oakland-yb,,,,,,,,,Black,,,32,,,,,2677006Y321000000001,0,shopify,6,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESOAKLANDKIDS_6_copy.jpg?v=1738910807,3,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESOAKLANDKIDS_5_copy.jpg?v=1738910807,g,,,,,,
oakland-yb,,,,,,,,,Black,,,33,,,,,2677006Y331000000001,0,shopify,1,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESOAKLANDKIDS_2_copy.jpg?v=1738910808,4,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESOAKLANDKIDS_5_copy.jpg?v=1738910807,g,,,,,,
oakland-yb,,,,,,,,,Black,,,34,,,,,2677006Y341000000001,0,shopify,0,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESOAKLANDKIDS_4_copy.jpg?v=1738910808,5,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESOAKLANDKIDS_5_copy.jpg?v=1738910807,g,,,,,,
oakland-yb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESOAKLANDKIDS_3_copy.jpg?v=1738910808,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico-yb,MEXICO YB,"<p><strong data-mce-fragment=""1"">Feature</strong><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Vicrotech Material</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Memory foam insole</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Advantage</strong><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Flexible, water resistant</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Memory foam for added comfort and cushioning</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Added style flexible, water resistant</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Benefit</strong><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Durable</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Better distribution of balance</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Durable, better aesthetics</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Easy to wear</span></p>
<p><span data-mce-fragment=""1"">Foot Type Guide : Wide</span></p>",EASY SOFT PH,Apparel & Accessories > Shoes,Kids,"2.2, Boys, Kids, Loafers",TRUE,Color,Black,,Size,30,,,,,2898006Y301000000001,0,shopify,6,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMEXICOBLACK_5.jpg?v=1738910812,1,,FALSE,,,,,,,,,,,,,,,0,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMEXICOBLACK_5.jpg?v=1738910812,g,,,TRUE,,,active
mexico-yb,,,,,,,,,Black,,,31,,,,,2898006Y311000000001,0,shopify,5,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMEXICOBLACK_6.jpg?v=1738910812,2,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMEXICOBLACK_5.jpg?v=1738910812,g,,,,,,
mexico-yb,,,,,,,,,Black,,,32,,,,,2898006Y321000000001,0,shopify,4,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMEXICOBLACK_1.jpg?v=1738910812,3,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMEXICOBLACK_5.jpg?v=1738910812,g,,,,,,
mexico-yb,,,,,,,,,Black,,,33,,,,,2898006Y331000000001,0,shopify,5,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMEXICOBLACK_2.jpg?v=1738910812,4,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMEXICOBLACK_5.jpg?v=1738910812,g,,,,,,
mexico-yb,,,,,,,,,Black,,,34,,,,,2898006Y341000000001,0,shopify,3,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMEXICOBLACK_4.jpg?v=1738910812,5,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMEXICOBLACK_5.jpg?v=1738910812,g,,,,,,
mexico-yb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMEXICOBLACK_3.jpg?v=1738910812,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
nashville-yb,NASHVILLE YB,"<meta charset=""utf-8"">
<p><strong>Feature<br></strong>Vicrotech Material<br>Memory foam insole<br>Vanilla Scent</p>
<p><strong>Advantage<br></strong>Flexible, water resistant<br>For added comfort and cushioning<br>Helps with malodor<br></p>
<p><strong>Benefit<br></strong>Durable<br>Best comfort and better distribution of balance<br>Long lasting scent<br></p>
<p>Foot Type Guide : Narrow</p>",EASY SOFT PH,Apparel & Accessories > Shoes,Kids,"2.2, Boys, Kids, Loafers",TRUE,Color,Black,,Size,30,,,,,2.00E+23,0,shopify,6,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/nashville_bb_yb.jpg?v=1738910763,1,,FALSE,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/nashville_bb_yb.jpg?v=1738910763,g,,,TRUE,,,active
nashville-yb,,,,,,,,,Black,,,31,,,,,2.00E+23,0,shopify,7,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESNASHVILLEKIDSBLACK_5.jpg?v=1738910764,2,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/nashville_bb_yb.jpg?v=1738910763,g,,,,,,
nashville-yb,,,,,,,,,Black,,,32,,,,,2.00E+23,0,shopify,2,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESNASHVILLEKIDSBLACK_6.jpg?v=1738910764,3,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/nashville_bb_yb.jpg?v=1738910763,g,,,,,,
nashville-yb,,,,,,,,,Black,,,33,,,,,2.00E+23,0,shopify,6,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESNASHVILLEKIDSBLACK_1.jpg?v=1738910764,4,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/nashville_bb_yb.jpg?v=1738910763,g,,,,,,
nashville-yb,,,,,,,,,Black,,,34,,,,,2.00E+23,0,shopify,2,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESNASHVILLEKIDSBLACK_2.jpg?v=1738910764,5,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/nashville_bb_yb.jpg?v=1738910763,g,,,,,,
nashville-yb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESNASHVILLEKIDSBLACK_4.jpg?v=1738910764,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
nashville-yb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESNASHVILLEKIDSBLACK_3.jpg?v=1738910764,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
lyon-bb,LYON BB,"<p><strong>Feature</strong><br>Vicrotech​ material <br>Memory foam insole<br>Kraft Scent<br> <br><strong>Advantage</strong><br>Flexible, water-resistant<br>For added comfort and cushioning​<br>Helps with malodor<br> <br><strong>Benefit</strong><br>Durable<br>Best comfort and better distribution of balance<br>Long lasting scent</p>",EASY SOFT PH,Apparel & Accessories > Shoes,,"Boys, Kids, LIFESTYLE, Loafers, SHOES",TRUE,COLOR,BLACK,,SIZE,35,,,,,2.00E+24,0,shopify,4,deny,manual,699,,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_3.jpg?v=1738910736,1,,FALSE,,,187,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_3.jpg?v=1738910736,g,,,TRUE,,,active
lyon-bb,,,,,,,,,BLACK,,,36,,,,,2.00E+24,0,shopify,4,deny,manual,699,,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_1.jpg?v=1738910736,2,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_3.jpg?v=1738910736,g,,,,,,
lyon-bb,,,,,,,,,BLACK,,,37,,,,,2.00E+24,0,shopify,6,deny,manual,699,,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_2.jpg?v=1738910736,3,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_3.jpg?v=1738910736,g,,,,,,
lyon-bb,,,,,,,,,BLACK,,,38,,,,,2.00E+24,0,shopify,6,deny,manual,699,,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_6.jpg?v=1738910736,4,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_3.jpg?v=1738910736,g,,,,,,
lyon-bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_5.jpg?v=1738910736,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
lyon-bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_4.jpg?v=1738910736,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
lyon-yb,LYON YB,"<p><strong>Feature</strong><br>Vicrotech​ material <br>Memory foam insole<br>Kraft Scent<br> <br><strong>Advantage</strong><br>Flexible, water-resistant<br>For added comfort and cushioning​<br>Helps with malodor<br> <br><strong>Benefit</strong><br>Durable<br>Best comfort and better distribution of balance<br>Long lasting scent</p>",EASY SOFT PH,Apparel & Accessories > Shoes,,"Boys, Kids, LIFESTYLE, Loafers, SHOES",TRUE,COLOR,BLACK,,SIZE,30,,,,,2.00E+24,0,shopify,4,deny,manual,699,,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_3_9a998296-8785-4162-ad64-564a3e96d035.jpg?v=1738910737,1,,FALSE,,,187,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_3_9a998296-8785-4162-ad64-564a3e96d035.jpg?v=1738910737,g,,,TRUE,,,active
lyon-yb,,,,,,,,,BLACK,,,31,,,,,2.00E+24,0,shopify,4,deny,manual,699,,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_1_e8ce3e92-c2d9-4cbf-9a5e-702159afafb8.jpg?v=1738910737,2,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_3_9a998296-8785-4162-ad64-564a3e96d035.jpg?v=1738910737,g,,,,,,
lyon-yb,,,,,,,,,BLACK,,,33,,,,,2.00E+24,0,shopify,6,deny,manual,699,,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_2_b961cfa8-53e9-4dca-b4ba-95e3fdbbf94c.jpg?v=1738910737,3,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_3_9a998296-8785-4162-ad64-564a3e96d035.jpg?v=1738910737,g,,,,,,
lyon-yb,,,,,,,,,BLACK,,,32,,,,,2.00E+24,0,shopify,4,deny,manual,699,,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_6_b784f05b-a3d6-457b-b98c-c383e705c543.jpg?v=1738910738,4,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_3_9a998296-8785-4162-ad64-564a3e96d035.jpg?v=1738910737,g,,,,,,
lyon-yb,,,,,,,,,BLACK,,,34,,,,,2.00E+24,0,shopify,6,deny,manual,699,,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_5_6ab229fb-b217-43ec-ba01-2e9a2e9ca1d1.jpg?v=1738910738,5,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_3_9a998296-8785-4162-ad64-564a3e96d035.jpg?v=1738910737,g,,,,,,
lyon-yb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESLYONKIDSBLACK_4_ab460eb3-2f3d-4a49-846d-1c0f98191c6f.jpg?v=1738910738,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
clarice,CLARICE,"<p><strong>Feature</strong><br>Vicrotech material<br>Memory foam insole<br>Stainless buckle<br>Vanilla scent</p>
<p><strong>Advantage</strong><br>Flexible, water-resistant<br>For added comfort and cushioning<br>Easy adjustment<br>Helps with malodor</p>
<p><strong>Benefit</strong><br>Durable<br>Best comfort and better distribution of balance<br>Durable and rust-proof<br>Long lasting scent<br><br>Foot Type Guide : Wide<br></p>",EASY SOFT PH,Apparel & Accessories > Shoes > Flats,Women,"Hook Strap, scented items, vanilla, Women",TRUE,COLOR,BLACK,,SIZE,35,,,,,2.00E+24,0,shopify,3,deny,manual,699,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ES_CHARICE_VANILLA_SCENT.jpg?v=1738910739,1,,FALSE,,,187,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ES_CHARICE_VANILLA_SCENT.jpg?v=1738910739,g,,,TRUE,,,active
clarice,,,,,,,,,BLACK,,,36,,,,,2.00E+24,0,shopify,2,deny,manual,699,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESCLARICELBLACK_6.jpg?v=1738910739,2,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ES_CHARICE_VANILLA_SCENT.jpg?v=1738910739,g,,,,,,
clarice,,,,,,,,,BLACK,,,37,,,,,2.00E+24,0,shopify,2,deny,manual,699,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESCLARICELBLACK_5.jpg?v=1738910739,3,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ES_CHARICE_VANILLA_SCENT.jpg?v=1738910739,g,,,,,,
